Username,ID,Date,RT,Fails
TEST,dhfezxnqug,2021-03-25T19:48:02+00:00,3108,0
Test,5ty6xagckt,2021-03-25T19:56:43+00:00,3571,0
Test,5ty6xagckt,2021-03-25T20:00:30+00:00,1616,0
test,juhmdkivbj,2021-03-29T19:01:22+00:00,2561,0
test,52edrdkrra,2021-03-31T15:17:32+00:00,2513,0
TEST,mv691fa8d2,2021-03-31T15:19:51+00:00,2464,0
ADFADSF,ppuisak0x3,2021-03-31T15:20:35+00:00,2719,0
HuffTest1,nexpx6jn4t,2021-04-05T21:03:39+00:00,5422,0
test,yl0h1xbvad,2021-04-06T14:29:02+00:00,5329,0
TEST,wg4i3svzgw,2021-04-06T14:45:53+00:00,6699,0
